,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
gene_9000/55.jpg,0.578325,-0.10727341,-0.8712313,0.78231394,0.976972,-1.4026325,2.967568,-1.9098687,1.52014,-0.96398157,0.82021344,-0.08407858,-0.45615858,-1.6523273,-1.0622596,1.3345944
gene_9000/56.jpg,0.2277857,2.132241,0.33719468,-0.18451974,0.4587281,-0.78614485,0.11974618,0.6398581,-0.62014663,-3.5527744,0.24671909,-2.8896098,1.1221219,1.6432918,-0.80132157,0.47085744
gene_9000/57.jpg,0.2296455,0.14875114,-0.5645673,-1.0454662,1.120583,-2.1236703,2.7622242,0.2346247,-1.2804798,-1.4215071,-0.91090167,-1.8454484,-1.1184865,2.8385687,-0.99630046,1.2521217
gene_9000/58.jpg,-0.6450727,2.0318801,1.003485,-0.6887522,-1.2313753,0.57844836,1.121363,0.45379388,-1.7101858,-1.9550409,-3.0124662,-0.9938804,1.020635,1.3666091,-2.2802327,1.5604228
gene_9000/59.jpg,-0.38986403,0.4505862,-1.5752251,0.33148837,0.7033186,-1.4605577,0.89087343,0.67774636,-2.078407,-0.9651534,2.3138766,-1.3446763,0.27514827,-1.0569347,-1.0342137,0.49385273
gene_9000/60.jpg,0.7575591,1.1038661,-1.8496711,-2.051253,0.60643804,-2.5928888,0.02085492,-2.5568597,-2.5564816,-0.9885245,-0.77181715,-2.3664591,1.8076158,0.023901232,0.13605781,1.1249939
gene_9000/61.jpg,0.40199664,-1.0187634,0.11119521,-0.2322134,1.3449132,-1.8898679,3.6737945,-1.0429381,-0.7458166,-1.7808605,-0.42119613,-1.3012716,0.9848312,1.9025633,-1.8639059,1.2534323
gene_9000/62.jpg,0.14943404,0.3018776,0.7620426,0.381057,0.48061568,1.1073873,1.1622021,-0.64213437,-1.9566243,-1.6181629,-1.1417937,-0.25362375,1.0706614,1.9793756,-2.0631838,2.7634788
gene_9000/63.jpg,-0.22543733,0.039140716,-1.2416451,0.13619973,0.745564,-0.33320844,0.7984355,0.59768915,-2.8899665,-1.3195875,2.1215243,-1.5147185,-0.06630072,0.08921959,1.2645648,0.28701442
gene_9000/64.jpg,0.2703299,3.4431517,-0.85504854,0.43106905,-0.25837195,1.2678206,0.094427824,0.4279279,-1.7930065,-4.099061,0.52653754,-0.19122699,0.9013161,-1.0378934,0.8748888,1.5181904
gene_9000/65.jpg,0.47136742,-1.4047537,0.26252294,-0.3998544,0.6016735,-0.8682678,3.4952886,-0.80379015,-1.6736192,-2.0422845,-0.40677994,-1.216418,0.93911326,2.916702,0.25678834,1.1708231
gene_9000/66.jpg,-1.1192086,1.3499969,0.47347516,0.019110166,-0.24212638,0.4196667,1.9340619,-1.0542617,-1.6402119,-0.32251388,-1.4864336,-0.13104272,0.88054234,1.8777453,-1.7685914,2.53849
gene_9000/67.jpg,-0.03965391,1.1043416,-1.7509917,0.043823898,0.11001089,-1.3521047,1.6496158,1.8133192,-2.6096828,-0.7297461,1.2136357,-1.1810538,-1.0638118,-0.8005423,-0.15428302,-0.25015742
gene_9000/68.jpg,0.159834,1.7458326,0.7378048,-1.7390109,1.3970683,-0.90463835,1.6732073,-1.2394333,-0.44373602,-1.999898,-1.2325011,-0.43418318,0.5220077,0.28481105,0.20409793,0.41273308
gene_9000/69.jpg,0.6258491,-0.59032166,-0.10882115,-0.8949528,0.6522538,-1.7554718,4.157615,0.27876577,-1.5788625,-1.5410331,-1.0492902,-0.9121709,-0.12932345,2.331828,-1.0620143,0.6896567
gene_9000/70.jpg,0.089019716,1.0587072,0.45419598,-0.08190451,0.3110119,0.027786307,1.7124786,0.55590004,-1.7998667,-1.276552,-1.5927896,0.032618962,0.15885583,1.1168506,-3.041583,2.3758454
gene_9000/71.jpg,-1.1356142,1.5669634,-0.8707564,0.1263203,2.306129,-0.28767386,2.0738494,0.12814412,-1.2091655,-1.4420884,1.8206478,-0.86566424,-0.36392355,-1.1399645,-0.75145507,0.3581797
gene_9000/72.jpg,0.16450849,3.7501197,1.1343613,-2.8523707,1.5871587,0.21991464,2.044806,-2.8727813,-0.5755039,-2.8642628,-1.0965649,-1.5678244,0.6874596,1.5283954,-0.6725172,0.4845296
gene_9000/73.jpg,0.47788465,-0.71334773,0.097186714,-0.6218824,2.0269015,-1.563311,2.9164355,-0.7682669,-1.8964448,-1.7754822,0.009512903,-1.5057856,-0.66325957,3.1069067,-1.2931288,1.0582888
gene_9000/74.jpg,0.34818664,0.7318988,0.5245739,-0.5227747,-0.13513456,1.2886877,1.9408954,0.8771087,-2.6025212,-1.4824525,-1.6889967,0.061256416,0.048591256,2.3817892,-1.3097336,2.4627059
gene_9000/75.jpg,-1.1794964,1.4518545,-0.62475103,0.15390241,1.722511,1.0547125,1.9184992,0.53258634,-1.8433964,-1.6808422,1.8600363,-0.7436658,-0.088926226,0.1103736,1.3866016,0.4227141
gene_9000/76.jpg,-1.2793683,3.4483898,2.1531014,-3.6382303,1.8778653,-0.08514399,1.4739736,-0.70567137,-0.5427007,-2.2592924,-0.040769234,-1.636193,3.5319948,0.9805808,-0.28294978,-0.7302931
gene_9000/77.jpg,-0.09844394,3.3315434,1.7456427,0.7955576,-1.3633864,-1.0678304,1.3006445,-1.7501674,0.2813098,-0.6390958,0.8695307,-2.0353599,0.29711685,-2.3914278,-0.55244744,1.8647165
gene_9000/78.jpg,-0.42986256,1.061362,0.7366314,0.0702473,-1.7938851,-1.0762417,0.89653146,-1.62352,0.103085905,-2.3089006,-0.83948016,1.3313549,1.305081,0.6636722,-2.0232775,1.3157362
gene_9000/79.jpg,-0.99767,1.8859109,-1.3506534,-0.39419228,1.5527629,-0.06584789,2.3792584,1.5651292,-2.085996,-1.0130966,1.4487997,-0.27549893,-1.4022954,-0.71802217,-0.27965662,-0.1800822
gene_9000/80.jpg,-0.3664976,2.9467773,0.7870104,-0.66225505,2.356662,0.3903831,2.3710241,-1.343592,0.5187999,-2.1749794,-0.9654514,0.16000596,0.62592036,0.058359243,-0.0087084025,0.058078893
gene_9000/81.jpg,1.0789719,2.923036,1.2666938,0.07135019,-0.0803314,-2.4102416,1.1547673,0.6095305,-0.90746427,-0.43133837,-0.24710304,0.38144237,0.272847,0.78474516,-1.4640472,2.2032464
gene_9000/82.jpg,-0.09324524,1.6768817,1.1036869,0.3922288,0.86264527,-0.63956505,0.5725418,-1.2008846,-2.3615844,-1.5108868,0.7796381,-0.5670396,1.2752234,-0.6360473,0.12892798,2.0047088
gene_9000/83.jpg,-0.33106047,0.8798588,0.8072423,-2.7129345,0.28902093,-1.1627508,1.2110701,-1.0519687,-1.7013689,-2.9206836,-0.5188643,0.8467962,-0.754508,0.48257828,0.86487913,0.73228717
gene_9000/84.jpg,0.36222625,0.43549928,0.6127347,0.15237153,1.0809191,0.3187704,1.5347357,0.2091215,-1.8964527,-1.4935431,-0.6441714,0.30129862,0.7545155,1.3159646,-2.9986196,2.9709625
gene_9000/85.jpg,1.1904429,2.7336154,1.4697963,-0.16908456,-0.4876086,-1.316272,1.2712307,1.1904693,-1.7743361,-0.8528549,-0.21273226,0.43653834,-0.16352686,1.951298,0.57029355,2.0086515
gene_9000/86.jpg,-1.1229932,2.6038742,0.40079474,-0.18732391,0.2978763,-1.4540362,1.8323253,-1.6294109,-2.0675957,0.2475431,-0.14239791,-0.7513577,0.53858805,-0.27400312,-0.080275714,1.334837
gene_9000/87.jpg,0.25758633,1.309952,-1.8330288,-0.39007723,-2.3399823,0.031083018,1.6052004,-2.6143105,-1.2125223,-1.3785589,0.65092874,-0.6309563,-0.5184341,-0.7221892,-0.5257957,0.4920907
gene_9000/88.jpg,0.52792454,0.1343867,0.66019535,-0.16850038,0.16224344,1.5792487,1.8046936,0.42027217,-2.929296,-1.6389742,-0.43124682,0.06309866,0.65014523,2.5703309,-0.973539,2.9444017
gene_9000/89.jpg,-0.021907069,1.9441831,1.0508131,0.42282176,-1.1524248,0.05029577,1.7452412,0.7500478,-0.9492158,0.00997287,-0.12065223,-0.4758521,0.40403992,-0.4219903,-0.57070166,2.9392138
gene_9000/90.jpg,0.013232321,2.5621088,0.470162,-0.14702046,1.0344863,-1.8520182,1.3967364,-0.40732145,-2.6554835,-0.6009448,0.38938716,-0.48867154,0.1735561,-1.3272222,-1.1771367,1.3943658
gene_9000/91.jpg,0.16462117,1.2944022,-2.2106235,0.62822,-2.9214046,-0.23073158,1.0435487,-1.6842744,-2.0936866,-1.0435971,0.55654263,-0.1006587,0.119778715,0.03263414,-0.8922038,0.6978186
gene_9000/92.jpg,0.8272756,0.8223592,0.20156744,-0.5117968,0.511774,0.44727015,2.2977397,1.3637013,-2.6084752,-0.8950059,-1.1665604,0.07947105,-0.6952401,1.9562935,-2.5018995,2.4931147
gene_9000/93.jpg,-0.11261813,2.7191243,1.0772319,-0.22758228,-1.740071,-2.402489,0.68869114,-0.39121306,-0.12705547,-1.4848791,1.298376,0.6458183,-0.03296744,-0.50923556,0.48289716,1.0368564
gene_9000/94.jpg,0.3380649,2.6182508,0.7100329,-0.14236563,0.04995873,-0.59546936,1.2854191,0.397821,-3.2153773,-1.0151107,0.09101142,-0.6347182,-0.17952377,-0.38912505,1.0096458,0.9912807
gene_9000/95.jpg,-0.4202731,2.6960418,-1.8304317,1.0762527,-1.6055807,0.91159034,1.8984921,-1.970769,-0.9924616,-1.4607614,0.8334404,0.860627,-0.13691977,0.28875393,-0.8295976,0.32733253
gene_9000/96.jpg,-0.024833113,0.23530103,0.8745883,0.25328007,-1.1069636,-1.0244988,0.7736926,-1.9714016,0.090731815,-2.7533891,0.55844796,1.4866664,1.6496333,0.805413,-1.8464589,1.8755038
gene_9000/97.jpg,1.0869774,2.774022,1.0787724,0.38525063,-1.2126623,-1.9428604,1.4514053,-0.93332374,1.8624823,-0.8004457,0.53684866,-0.19918095,1.0449038,-0.28995323,0.15243736,0.7978058
gene_9000/98.jpg,0.5298953,2.3121128,1.8835965,-1.4170666,0.7659877,-0.56484854,2.1915908,-1.7280117,-0.22539774,-1.4270278,-0.4853818,-1.3595572,-0.12107195,-1.6669297,0.82088953,0.7063322
gene_9000/99.jpg,0.67025703,1.2862735,-1.8553079,0.8282672,-1.5832591,0.030658461,1.5019771,-2.8395703,-1.237439,-1.5034657,-0.13037631,1.0649472,-0.79830533,-0.3475309,-0.030245133,1.5225537
gene_9000/100.jpg,0.16988267,1.0827563,0.27324852,-0.27583128,-0.98090494,-2.0912387,1.1924785,-1.0363811,-0.023856161,-1.8297334,-0.33356184,1.7016176,0.8403599,0.2455057,-3.271137,1.3416303
gene_9000/101.jpg,0.32252377,3.30984,0.17222708,0.033107325,-0.14185518,-1.967627,0.50642776,0.034374446,-1.2023119,-1.0587602,0.596578,-0.23516488,0.9434364,-0.7828663,1.3748109,0.8532933
gene_9000/102.jpg,0.7005396,2.600171,1.5928737,-0.8802514,0.5314666,-1.0725621,1.470821,-1.1761398,-0.8573843,-1.2028933,-0.8721074,-0.9046531,0.5054364,-0.23440136,0.686237,0.7704053
gene_9000/103.jpg,0.35490486,2.6196315,-1.625376,-1.0808502,-3.1960702,0.005518876,1.228257,-1.3675865,-1.7166269,-1.5305473,-0.8237673,-0.53759795,0.03653501,0.14977203,-1.3784946,-0.07874732
gene_9000/104.jpg,-0.051701337,1.0497706,1.3376095,-1.7252231,0.9428623,-1.4495465,0.29325977,-2.5352292,-1.2593573,-3.1675718,-0.5890307,1.3350636,0.97496766,0.7267116,-0.36277014,1.90767
gene_9000/105.jpg,1.0387194,3.747123,1.5683231,-1.5009676,0.63666505,-2.228555,1.0287616,-1.3100281,0.3165163,-1.067621,0.0097352415,0.16563214,0.52031994,-0.6096897,1.2213877,0.92014444
gene_9000/106.jpg,-0.05560519,3.4976656,1.7416949,-0.21920319,1.4326884,-0.26031372,2.5256588,-1.1994348,-0.26031277,-1.2224655,-0.49822766,-0.20001744,0.80523837,-0.37005216,0.37960058,0.5516173
gene_9000/107.jpg,0.7040831,1.1380302,-1.2640965,-0.16199628,-1.6034558,0.0532392,1.1644249,-3.0873866,-1.5922266,-1.6736579,1.2721001,0.47556293,0.33703414,0.39235604,-0.7941969,1.3860304
gene_9000/108.jpg,0.052889742,1.4790746,0.88072664,-2.3264766,0.95021,-2.4063623,1.0597626,-1.4799169,-1.1633426,-2.6682768,-1.1627696,1.7395139,-0.08462652,0.22249094,-2.0116856,1.0696647
gene_9000/109.jpg,0.6666551,2.6504393,0.5121784,-0.17205606,-0.93308794,-1.4836195,1.342798,-0.033901423,0.5832393,-0.8445995,1.6702169,-0.7601428,-0.3872524,-0.53997666,1.1186242,0.10218583
gene_9000/110.jpg,0.95175785,2.2331977,1.4932413,-0.22798108,1.1740538,-0.98317474,1.8084896,-2.2170305,-0.7399635,-1.4388007,-1.2406523,0.35118794,-0.34228078,-0.9866846,0.94998044,1.8605974
gene_9000/111.jpg,1.0192819,1.725992,-1.7728243,-0.51168275,-1.4121313,-0.8625436,1.9360954,-1.8845264,-1.5395734,-0.9169607,0.8727153,0.57007194,-0.7503081,-0.4017757,-2.0501344,0.8989586
gene_9000/112.jpg,0.15424472,1.0496626,1.123492,-2.6278772,0.4276841,-1.6116581,0.9005048,-1.0963807,-2.047053,-2.767907,-1.4570994,1.7186489,-0.2799427,1.144662,0.08095363,1.0713885
gene_9000/113.jpg,0.682322,2.6425753,0.041499056,1.3201182,-1.9010302,-2.5353427,0.46750188,0.08957359,-0.52675045,-0.5505211,1.0641996,-0.8189072,0.5494117,0.30257887,1.1446004,0.21710289
gene_9000/114.jpg,0.87394685,3.2973144,2.1789086,-2.271419,-0.083830565,-0.84493726,1.4399718,-0.93567383,-0.92265815,-1.795164,-2.0265377,-1.2009828,0.8400766,-0.3648641,-0.3467335,0.36434394
gene_9000/115.jpg,0.98309076,1.5108135,-1.8104899,-0.7996917,-1.9139916,0.1966114,1.7748116,-1.6138555,-2.4593801,-1.2473806,0.5282895,0.5024709,-0.81606513,0.8044761,-0.04266962,0.8996248
gene_9000/116.jpg,-0.53248215,0.01118765,-0.14887759,1.2826372,-1.3011851,-1.4448954,0.014568083,-1.0028342,-1.921404,-2.3773525,0.78227293,0.5254775,1.0657499,1.6439701,-0.814896,1.2658621
gene_9000/117.jpg,-0.064585134,3.710851,0.5258023,0.9288675,0.14720054,-1.5046923,1.6096703,0.3412396,0.3853787,-0.3659868,1.4260798,0.031586304,0.50441414,0.19569704,0.46264648,0.19459738
gene_9000/118.jpg,0.9654333,2.1870515,2.4479377,-1.231836,1.5906856,-0.29227427,1.7514861,-2.0958922,-0.5821991,-1.6405952,0.17321911,-0.663288,0.9818759,-0.20304176,0.26467583,1.6387423
gene_9000/119.jpg,1.6444563,0.59441364,-1.1507963,-1.629419,-2.0674012,-0.7561972,0.14869006,-1.5774642,-1.6949977,-2.9389198,0.82543206,-0.9873117,-0.02800794,-2.3015387,-0.13948075,1.6085404
gene_9000/120.jpg,-0.05960594,0.5671554,-0.84926915,0.710276,-1.1351224,-2.4309084,0.65758365,0.1103939,-2.2054312,-1.4923767,0.14982805,1.0216187,0.35194063,0.9783924,-2.6658778,0.83066016
gene_9000/121.jpg,1.4631635,0.07617435,1.1293621,-2.2752423,-0.92093825,-1.112733,0.7935152,0.9313959,-0.98717743,-3.7045715,0.022055104,-1.4260088,3.0933948,0.00935322,-0.5564145,0.985907
